expert_opinion,white,green,brown,purple,black,blue,pink,violet,warm_white,red,orange,lime,navy,magenta,gray,mint,coral,beige
1,dzialalnosc_gospodarcza,520,2357052980197124.0,227079482343810.0,6003.179986614346,2.1068099999999997e-09,1.2611159882861e-05,-65618797796020.0,0.0,-406830892000.0,1.0,0.0,0.0,1.0,0.0,-12741451505776.0,0.0,E
1,dzialalnosc_gospodarcza,1000,463882339162622.4,83537506534010.0,6.463383715200054,4.067611316224e-06,2.6284020215335998e-05,36284040000.0,0.0,-218992680295776.0,49.0,0.0,0.0,1.0,0.0,-637573729539831.0,0.0,E
0,dzialalnosc_gospodarcza,1413,1458248191921280.0,-1793886090920346.0,0.12055248144306265,0.006273614673059409,0.0007588645944619091,-4475748273724.0,0.0,-312254663363688.0,1.0,0.0,0.0,0.0,,0.0,0.0,C
1,dzialalnosc_gospodarcza,853,487176319166065.0,462877865582798.0,85100613.70155284,8.8804e-12,0.0007550681306179089,-78349315590000.0,70560000.0,-9112532620800.0,16.0,0.0,0.0,16.0,,13091531214000.0,720976487000.0,E
0,dzialalnosc_gospodarcza,349,54431195999524.0,33232951769348.0,,0.0,9.91151174996e-07,-995965659900.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,808,2660066344277585.0,,0.09312642942103583,0.003291190457734404,0.000307661320733629,0.0,60371346010000.0,-104858276749392.0,16.0,0.0,0.0,0.0,0.0,-419301817598272.0,0.0,C
0,dzialalnosc_gospodarcza,424,21424012954688.0,35255716188782.0,,0.0,0.014573998306466756,0.0,0.0,-91367074337312.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,765,221123295083249.0,93704644969510.0,0.009290009123745429,1.247320417225e-06,1.1336802664e-08,-484384271100.0,0.0,-2851386662050080.0,16.0,0.0,0.000277777788888889,1.0,0.0,-88463749500300.0,-233683212000.0,C
1,dzialalnosc_gospodarcza,1224,5703170610185.0,45621435636220.0,,0.0,0.016643261450322133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87046934298600.0,289948579151120.0,0.0,E
1,dzialalnosc_gospodarcza,405,3936955468284560.0,92845158690512.0,,0.0,5.066186062610001e-07,33033231093772.0,0.0,-11034172527232.0,1.0,0.0,0.0,0.0,0.0,-19552116000000.0,-27656269320.0,E
0,sp_zoo,2260,787386273580240.0,,84479065.30538863,5.4756e-12,0.0004637593726122289,18152000000000.0,0.0,-8258682108888.0,9.0,0.0,0.0,0.0,,0.0,0.0,C
0,sp_zoo,648,,,,,,,,,,,,,,,,C
1,dzialalnosc_gospodarcza,1413,342151329049913.0,396181350591484.0,,0.0,0.0006796902139120558,7921614351716.0,0.0,-402762592976.0,1.0,0.0,0.03476012641309968,0.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,424,816259643123588.0,-2351398119074186.0,1.22697722975847,0.000528393939686041,0.000648948880022525,-461962761584896.0,756900000000.0,-71534853793616.0,4.0,0.0,1.0,0.0,,0.0,0.0,E
1,dzialalnosc_gospodarcza,2533,,,,,,,,,,,,,,,,E
0,dzialalnosc_gospodarcza,340,70947469010048.0,66099806396642.0,,0.0,0.00039609450340402885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600553052400000.0,0.0,0.0,C
1,sp_zoo,1549,300450361855040.0,15171117383954.0,9011.587828902315,7.99236e-09,7.2002933083016e-05,-549084773365975.0,2500000000.0,-343058923740000.0,36.0,0.0,0.0808854475094689,0.0,0.0,41124543600000.0,-1090688872.0,E
1,sp_zoo,724,,,,,,,,,,,,,,,,E
0,dzialalnosc_gospodarcza,1053,5.759840401199265e+16,-1540516798773300.0,0.11953591480156647,0.0001884612787344,2.2589919320125004e-05,-12592982886400.0,0.0,-106604604779832.0,1.0,0.0,0.0,0.0,0.0,222328810800000.0,0.0,C
0,dzialalnosc_gospodarcza,493,191164222163249.0,22596441695612.0,0.00033253638955094893,3.8251355213824e-05,1.3145138669000001e-08,-114359263356156.0,0.0,-25219733304000.0,1.0,0.0,0.0,0.0,0.0,-68686599720472.0,0.0,C
0,dzialalnosc_gospodarcza,1165,428861190890320.0,-1723176054733846.0,0.0044747070453546285,0.0164905637550481,7.5109023067016e-05,84118832800100.0,0.0,-601583927653328.0,1.0,0.0,0.013611111188888867,0.0,,-7627704240000.0,0.0,C
1,sp_zoo,424,17101037852624.0,23717250732898.0,27.056745302596536,1.2793104795025001e-05,0.00034615175886061595,0.0,923521.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,sp_zoo,388,2043346188168115.5,174818448666874.0,,0.0,2.3804420765890003e-06,25730745254961.0,204425025961984.0,-5203149989847888.0,4.0,0.0,0.0,0.0,0.0,63568262710104.0,0.0,E
0,dzialalnosc_gospodarcza,724,5671859161817286.0,30566587938206.0,1.6650867054806608,1.6877413551610001e-06,2.8066369375010005e-06,-22553172640000.0,954964506.25,-60349391002208.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,1845,256395321434825.0,32548924431108.0,3.4286912926508903,5.6653290278244e-05,0.00019432299013738403,0.0,0.0,-17085175464000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,2440,10054182850913.0,33500624682002.0,,0.0,0.0013160009978828765,0.0,0.0,0.0,0.0,1.0,0.0027221171977315586,1.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,724,114031665967745.0,67250766565954.0,,0.0,0.019190481387359275,0.0,0.0,0.0,0.0,0.0,0.00591715977514793,0.0,0.0,-60082351174800.0,0.0,E
1,dzialalnosc_gospodarcza,808,50740435062848.0,8009239516992.0,51755.971366940015,3.4225e-10,1.7619782095364e-05,90960000000000.0,250000000000.0,-406830892000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,sp_zoo,685,44112272810873.0,23915058185442.0,655.6156785809377,2.44467946969e-07,0.00016023727130909602,-9213555360000.0,114374505249.0,-648497363884224.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,C
0,sp_zoo,900,,,,,,,,,,,,,,,,C
1,sp_zoo,405,609897998245793.0,-511009324382352.0,5.497669876165001e-06,0.8064892907031102,6.659783725924998e-06,-278354476999900.0,0.0,-91254912696656.0,1.0,0.0,0.0,0.0,0.0,386899902752000.0,0.0,E
0,dzialalnosc_gospodarcza,388,9840280571108.0,24689392205386.0,,0.0,0.007293877210328501,-15685347750000.0,9025000000.0,-24406313520000.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,sp_zoo,2349,,,,,,,,,,,,,,,,E
1,dzialalnosc_gospodarcza,1165,104718874371200.0,15789979326146.0,,0.0,4.9921223091925e-05,-88753498186236.0,722670010000.0,-211781712143688.0,256.0,0.0,0.0,4.0,0.0,-15643292800000.0,-622606019880.0,E
0,dzialalnosc_gospodarcza,349,933526323654593.0,-685073417113958.0,0.05010792560408522,0.0016602916865423292,8.3614751189e-05,91610887290624.0,902690010000.0,-1110697449832792.0,81.0,0.0,6.9444438888889e-05,0.0,0.0,151032905204224.0,-1412683542600.0,C
1,dzialalnosc_gospodarcza,360,7429959319049.0,9047915030842.0,,0.0,0.0030758727207205005,1814200100.0,0.0,0.0,0.0,0.0,0.0064,1.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,648,643083040819748.0,-203865928395112.0,0.1015200078725167,0.000379962897213769,3.8698841360821e-05,-2829908640000.0,0.0,-90476279136288.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,sp_zoo,765,,,,,,,,,,,,,,,,E
1,dzialalnosc_gospodarcza,349,1141388556627.3535,-633494568983692.0,0.000162037387195028,0.8515495637302026,0.00015119759541194902,-3192709447721.0,0.0,-9772338653136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,sp_zoo,1693,2.058992134877402e+16,-2950209596443648.0,0.00890481211676953,0.0011252088587216887,1.0137910440964e-05,1.63183786399161e+16,0.0,0.0,0.0,0.0,0.3001134215977316,0.0,0.0,0.0,-100420430832576.0,E
1,sp_zoo,549,1090044107082880.0,46848085304854.0,442.25340985720845,6.8682257329e-08,3.0356224580804e-05,5080544000000.0,361.0,-5504659242688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,493,2791647652179049.0,-494370654118560.0,0.020527051304024168,0.000888058178093025,1.8369019453181002e-05,93696160100004.0,15625.0,-16854142338720.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,580,5068609278473.0,21321657000222.0,66.64716025441032,7.0964164881e-08,4.7221584916039995e-06,36284040000.0,40000000000.0,-6594889004688.0,25.0,0.0,0.0,0.0,0.0,-278477109144204.0,0.0,E
1,dzialalnosc_gospodarcza,405,944708766230249.0,246165275845756.0,4.770331917919737,4.614108575472899e-05,0.00022017621874579601,-36949781777799.0,1154743668100.0,-1423899372000.0,9.0,0.0,0.0,0.0,0.0,0.0,-11685870600.0,E
1,dzialalnosc_gospodarcza,388,2913913808.0,441070283304.0,,0.0,10.97069681486253,36828301209.0,0.0,-545152939680.0,100.0,0.0,0.0,1.0,0.0,-195621160.0,0.0,E
0,dzialalnosc_gospodarcza,1053,608109386632900.0,-700953708279310.0,0.00785776995694863,0.00843825427212084,6.719130431779837e-05,1291884730817024.0,176400000000.0,-237281627696688.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,C
0,sp_zoo,2005,245754628429993.0,-3485204944454308.0,0.006585120060973287,0.12709230917900682,0.0008494401800515489,553481906681856.0,9007105401856.0,0.0,1.0,0.0,0.020069444538888887,0.0,0.0,-577866703559431.0,0.0,C
1,dzialalnosc_gospodarcza,580,2.7122040404709846e+17,-2256177204919302.0,0.006295593195006845,8.5872247825984e-05,5.461969213008522e-07,-12308187778839.0,0.0,-350177768291040.0,1.0,0.0,6.9444438888889e-05,0.0,5192729249113559.0,1209726960000000.0,0.0,E
1,sp_zoo,949,77076513275353.0,594430304575030.0,,0.0,1.3561516796115999e-05,224659500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,E
1,dzialalnosc_gospodarcza,1224,717272043281249.0,375664948777030.0,,0.0,2.1608462777e-05,0.0,8275402890000.0,-1307272207969032.0,25.0,0.0,0.0,0.0,313031707257815.0,-113030336750680.0,0.0,E
1,dzialalnosc_gospodarcza,2260,2.4056970339463005e+17,670450932338214.0,198423.36070358063,7.7841e-10,0.00015396851814092504,449157933186816.0,35344214010000.0,-150122878955680.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,sp_zoo,1000,369253776844748.44,128866753209056.0,9455621.23385145,1.1696399999999999e-11,0.00011066337624845601,725680016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,sp_zoo,373,2113517931460.0,3598617847646.0,,0.0,0.0031918621992755233,19085008328769.0,0.0,0.0,0.0,0.0,0.04488652695346165,0.0,0.0,0.0,0.0,E
1,dzialalnosc_gospodarcza,613,18902696221753.0,,,0.0,0.00019450732033864402,3646946010000.0,9.0,-44373049993504.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,sp_zoo,424,865425902943908.0,912912629392066.0,14.332663732195686,1.0126606866289e-05,0.000145143175358344,-255224977590000.0,0.0,-312667656840000.0,4.0,0.0,0.0,0.0,,-324192048199592.0,-5903502763992.0,E
0,dzialalnosc_gospodarcza,493,264362626166848.0,46734402387876.0,0.0258085767790859,1.5897062100544e-05,4.11010142504e-07,-51167003229424.0,218308545225.0,-97412198814416.0,64.0,0.0,0.0,0.0,0.0,-22786062295500.0,0.0,C
1,dzialalnosc_gospodarcza,373,76540032673.0,300042579148.0,98.1833898977193,3.456989606668783e-05,0.003394391665639352,-530100701916.0,0.0,-1724135597648.0,16.0,0.0,0.051115312125519854,0.0,0.0,18318901536000.0,-13867213176.0,E
1,dzialalnosc_gospodarcza,388,384203122147024.0,-465151838566656.0,0.046686067206289775,0.001609645292548225,7.5541463045581e-05,1850588040000.0,1440000.0,-12125142975312.0,4.0,0.0,0.025069444338888885,0.0,-46838364041472.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,373,,,,,,,,,,,,,,,,C
0,sp_zoo,520,9.637015061238427e+16,3952721327494022.0,5.464614054883549,9.563067641240382e-06,5.2258820405575994e-05,4610890809744.0,4402587904.0,-23279713906256.0,4.0,0.0,0.0,16.0,-4539977032411992.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,2005,1071449093539033.0,-684714651193164.0,0.029332299936824267,0.001445773852428889,4.2686704148935995e-05,-37984414851775.0,0.0,-177539357512192.0,16.0,0.0,0.0,0.0,0.0,-65107379549056.0,-37953202000000.0,E
0,dzialalnosc_gospodarcza,424,1.0165678206137168e+16,621826629610764.0,20.400129151239337,1.231718189584e-06,2.5115296115156e-05,-374498389110000.0,80316637422025.0,-169249680825912.0,49.0,0.0,0.0,1.0,0.0,-30666779935056.0,-162465209500000.0,C
1,dzialalnosc_gospodarcza,373,5.40029639091399e+16,-3882697318562165.0,32966422.85744678,8.008900000000004e-14,2.6332236953e-06,4469676342019856.0,10000000000.0,-9357011301888.0,9.0,0.0,1.0,0.0,,0.0,2239208554800.0,E
1,dzialalnosc_gospodarcza,1053,1582863333533249.0,63090704107606.0,0.43112089233268236,1.3438953402250001e-06,5.77620217021e-07,-8887179000000.0,0.0,-1.2028353057584336e+16,25.0,0.0,7.181843837977598e-05,0.0,0.0,-148647855878960.0,0.0,E
0,sp_zoo,424,6134149123351505.0,272097641062834.0,27245783.66953886,7.056e-13,1.9186707446069e-05,19015625710025.0,1000000.0,-31152981901464.0,1.0,1.0,0.0024507400745025,0.0,,0.0,0.0,C
0,dzialalnosc_gospodarcza,349,483607556521265.0,-170707467458548.0,0.27225624614018756,0.000134923464310336,3.6797293666828993e-05,-105788475000000.0,0.0,-532049778253584.0,25.0,0.0,0.4982698962768166,36.0,0.0,69002184846000.0,0.0,C
1,dzialalnosc_gospodarcza,445,221733096334049.0,11029479475420.0,0.5300819300445798,0.000404962255258272,0.00021496946771146902,2902250192016.0,83320384.0,-3491429066262712.0,9.0,0.0,0.0,0.0,0.0,-23493353968300.0,0.0,E
1,dzialalnosc_gospodarcza,493,4.608766100665748e+16,-8552326687952820.0,0.0009099277466131879,0.006247953303648,5.906881682548999e-06,68668088272089.0,9920160000.0,-2380542575984.0,1.0,0.0,0.0,1.0,0.0,0.0,13123985773208.0,E
0,sp_zoo,493,5735065161962393.0,379204294490162.0,184728855.60362086,7.53424e-13,0.00013921449306545866,332919607588161.0,14434100164.0,-30554755349328.0,9.0,0.0,0.0,0.0,,21530427600000.0,17807165593800.0,C
0,dzialalnosc_gospodarcza,1549,189333527998928.0,155147734904176.0,15535129447.345413,5.14089e-15,7.977442880930901e-05,0.0,28730250000.0,-3173227917600.0,4.0,0.0,0.0,0.0,0.0,127576254000000.0,0.0,C
0,dzialalnosc_gospodarcza,468,7131432260052327.0,143068117888350.0,106.82585039864779,1.1329686481000001e-08,1.206341072456e-06,109212000000000.0,4034777696.01,0.0,1.0,0.0,0.0,0.0,1516775010013309.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,613,447990963582233.0,165912781576254.0,0.3055299548799931,0.009651367368925131,0.002955112344789925,296710199648016.0,562500000000.0,-520885198724800.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,sp_zoo,1413,5.909269851058742e+16,-8171195983362586.0,0.007595320946840094,0.0035929140103282287,2.7653161422027943e-05,-199831572158464.0,110509039979584.0,-90104840707200.0,9.0,0.0,0.513611111588889,0.0,0.0,-40958262976000.0,-18023239938240.0,C
0,sp_zoo,373,,,,,,,,,,,,,,,,C
0,sp_zoo,765,1.14153787843232e+16,-5756637308973876.0,0.0007917887117836944,0.009077167088092225,7.4897164836559985e-06,298195316190116.0,58993183212804.0,-844265503283920.0,25.0,0.0,0.0,25.0,0.0,1956702882324.0,-234228388632.0,C
1,sp_zoo,1768,,,,,,,,,,,,,,,,E
0,dzialalnosc_gospodarcza,853,3025750467476708.0,-2996664456379010.0,0.007396922497845414,0.00994540412186259,7.458067221700002e-05,95521307470001.0,0.0,0.0,0.0,0.0,0.0,0.0,-1865637663582000.0,165598766946176.0,0.0,C
0,dzialalnosc_gospodarcza,340,,,,,,,,,,,,,,,,C
0,dzialalnosc_gospodarcza,468,203303596957873.0,-81696798053136.0,1.688279582365e-06,0.004161853495480041,1.2450469256000001e-08,-2702935990000.0,187489.0,-82195731641664.0,9.0,0.0,0.0,0.0,,-187064152377996.0,0.0,C
1,dzialalnosc_gospodarcza,445,423969020635088.0,-1445499057345886.0,0.008766744616119374,0.015321546824215696,0.00013603343347246902,-4769022003319.0,5194373184.0,-150962675441472.0,1.0,0.0,0.005719935017583503,0.0,0.0,44782627684244.0,0.0,E
0,dzialalnosc_gospodarcza,1285,666807756246665.0,-2634090391790484.0,0.005970659803107832,0.027392411472640904,0.00016609485104974103,-87292057811751.0,576504599841.0,0.0,1.0,0.0,0.001168821668785156,0.0,0.0,0.0,-505521936040.0,C
1,dzialalnosc_gospodarcza,2088,453251497344640.0,55482711516128.0,,0.0,0.0009536860070821489,33595107100100.0,0.0,-9288264457920.0,4.0,0.0,0.0,0.0,0.0,-95340211664256.0,-2409701354320.0,E
0,dzialalnosc_gospodarcza,468,1302899907940.0,33223354951980.0,4.199089863137379,8.9013035747584e-05,0.0003739248321793959,0.0,1692088225.0,-3664253725192.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,765,,,,,,,,,,,,,,,,C
1,dzialalnosc_gospodarcza,765,1334569332548060.8,188423062741688.0,5770922.233405814,3.2399999999999995e-12,1.8678520575125002e-05,-54402722443839.0,940894276.0,0.0,1.0,0.0,0.0,0.0,,-2629750133904.0,-6198219798925.0,E
1,dzialalnosc_gospodarcza,1413,117989773390230.5,-498017946492984.0,0.006181700021402334,0.009733813161487923,6.107957407386244e-05,19077924749604.0,1577.6784,-116253672785640.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,sp_zoo,360,1493751777505.0,2637709249594.0,326.6599586036437,3.0275338303809002e-05,0.0098900399572393,0.0,21706281.0,0.0,1.0,0.0,0.0,0.0,0.0,117373056000.0,0.0,C
0,dzialalnosc_gospodarcza,685,898335818955124.6,180701222078948.0,2468.0415544745033,3.0030399999999988e-09,7.413392841416e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,C
0,dzialalnosc_gospodarcza,685,,,,,,,,,,,,,,,,C
0,sp_zoo,1413,,,,,,,,,,,,,,,,C
1,dzialalnosc_gospodarcza,613,580792745465188.0,-405158808375960.0,1.0376203172484935,0.000737627413534209,0.0007661939184201639,63619500000000.0,1000000.0,-15576127020576.0,1.0,0.0,0.07879347469867647,0.0,0.0,0.0,0.0,E
0,dzialalnosc_gospodarcza,405,106518480103865.0,379253426557514.0,0.0010211979598163238,0.001876051225947649,1.9839658919240003e-06,0.0,0.0,-411732914000752.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,C
1,dzialalnosc_gospodarcza,580,,,,,,,,,,,,,,,,E
0,sp_zoo,520,693715635001348.0,865644371540566.0,9960642678.885254,6.250000000000001e-12,0.062073209103738834,-544251000000.0,0.0,-991738047318608.0,1.0,0.0,0.0,0.0,,0.0,-116850606000.0,C
1,sp_zoo,520,1721353634598625.0,162045064680940.0,4132.650881322238,3.25301403904e-07,0.0013442456730668358,-1001354748530844.0,1921572619264.0,-144705417552000.0,9.0,0.0,0.0,1.0,0.0,664704051834320.0,0.0,E
1,dzialalnosc_gospodarcza,360,84900303163520.0,-317753647261010.0,0.055149293193686555,0.006273100318844821,0.00034769159281699993,4998880002500.0,0.0,-24598281310240.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,E
1,sp_cywilna,1549,,,,,,,,,,,,,,,,E
1,sp_zoo,405,3172081625504720.0,353853919044576.0,43.04463246980813,1.1428388748099999e-07,4.911931563269e-06,-1299426644065359.0,798826600441.0,-1145901237849288.0,16.0,0.0,0.0,1.0,0.0,-757326345952000.0,1900290791775.0,E
1,dzialalnosc_gospodarcza,468,30410331019982.44,9612088618724.0,3811788.9905272713,6.916899999999999e-10,0.0026337699110887134,1571535070244.0,0.0,-1165971988512.0,1.0,0.0,0.0,0.0,-17042845363294.0,-2495963184000.0,-272623414000.0,E
0,sp_zoo,468,,,,,,,,,,,,,,,,C
1,dzialalnosc_gospodarcza,685,53931869381248.0,-736597469749354.0,0.053391578838558613,0.024192329504234864,0.001298378317619189,36284040000.0,140625000000.0,-243826751642016.0,49.0,0.0,0.11332222306479751,0.0,,-5797332652800.0,0.0,E
0,dzialalnosc_gospodarcza,388,15550450240497.639,75034370289278.0,0.6408742122862194,0.00035868859973377595,0.000230169227123138,18170525250404.0,529961097367.4329,-282840962715616.0,4.0,0.0,0.008544594347150625,0.0,0.0,0.0,0.0,C
0,sp_zoo,1165,1069595041748987.1,89074055073906.0,,0.0,8.717283366916e-06,-1850362979587831.0,0.0,-14237891220000.0,1.0,0.0,0.0,1.0,0.0,203242591110000.0,-14398261152762.125,C
0,dzialalnosc_gospodarcza,580,,,,,,,,,,,,,,,,C
1,sp_zoo,1224,,,,,,,,,,,,,,,,E
1,dzialalnosc_gospodarcza,613,47920813357220.0,41184487004178.0,301.7786791778266,2.8259358267039996e-06,0.0008527579171732609,0.0,60516000000.0,-11345763615776.0,9.0,0.0,0.0,0.0,0.0,-180454746432876.0,-1245478464000.0,E
0,sp_zoo,900,1389947375809028.0,149934248982406.0,58752215.61218468,3.0976000000000005e-12,0.00018269220740832403,0.0,43164900000000.0,-136658977736352.0,4.0,0.0,0.0,0.0,,0.0,0.0,C
0,sp_zoo,549,3038372707639120.0,246995229818056.0,62499.69380975002,1.28164e-11,7.970542686288215e-07,0.0,0.0,-7241697633888.0,1.0,0.0,0.0,0.0,,367314957600000.0,0.0,C
1,sp_zoo,468,328306605445313.0,33204517577272.0,11111107.026342973,4.752400000000001e-10,0.0052668184154737,94771372653881.0,0.0,-620894400930848.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,E
0,sp_zoo,765,,,,,,,,,,,,,,,,C
0,dzialalnosc_gospodarcza,493,2641747306049.0,-194895469835786.0,1830607.3428950578,1.6321599999999999e-09,0.0029922259892419486,0.0,59522824729.0,0.0,1.0,0.0,1.0,0.0,0.0,-35374668960000.0,0.0,C
1,dzialalnosc_gospodarcza,424,248011064103713.0,-706209390739624.0,0.023374984072218826,0.006657916354755136,0.000156828563077541,470695934664900.0,6230016000000.0,-28585986017352.0,4.0,0.0,0.015081563670052325,0.0,0.0,-268631375280000.0,0.0,E
0,sp_zoo,424,,,,,,,,,,,,,,,,C
0,dzialalnosc_gospodarcza,388,528341267635486.56,,,0.0,0.0002896657324426609,-8923443360000.0,0.0,-45812856545280.0,9.0,0.0,0.0,0.0,-63672308473095.0,0.0,-1914076898400.0,C
